ProductID,ProductName,ProductPrice,SupplierPrice,Category,SubCategory
FUR-CH-10000155,Global Comet Stacking Armless Chair,29905.0,21532.0,Furniture,Chairs
FUR-CH-10000225,"Global Geo Office Task Chair, Gray",8098.0,7693.0,Furniture,Chairs
FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,27098.0,24930.0,Furniture,Chairs
FUR-CH-10000309,Global Comet Stacking Arm Chair,42251.0,31688.0,Furniture,Chairs
FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,9099.0,7643.0,Furniture,Chairs
FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",24398.0,17079.0,Furniture,Chairs
FUR-CH-10000513,High-Back Leather Manager's Chair,12999.0,11829.0,Furniture,Chairs
FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",3394.0,2478.0,Furniture,Chairs
FUR-CH-10000595,Safco Contoured Stacking Chairs,23840.0,17880.0,Furniture,Chairs
FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",15097.0,10569.0,Furniture,Chairs
FUR-CH-10000749,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,18098.0,15202.0,Furniture,Chairs
FUR-CH-10000785,Global Ergonomic Managers Chair,18098.0,13393.0,Furniture,Chairs
FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,29098.0,21533.0,Furniture,Chairs
FUR-CH-10000863,Novimex Swivel Fabric Task Chair,15097.0,13437.0,Furniture,Chairs
FUR-CH-10000988,Hon Olson Stacker Stools,14081.0,10138.0,Furniture,Chairs
FUR-CH-10005001,"Global Value Mid-Back Manager's Chair, Gray",6089.0,4567.0,Furniture,Chairs
FUR-CH-10001146,"Global Task Chair, Black",5089.0,4529.0,Furniture,Chairs
FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,13599.0,12375.0,Furniture,Chairs
FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,50098.0,37574.0,Furniture,Chairs
FUR-CH-10001270,Harbour Creations Steel Folding Chair,8625.0,6038.0,Furniture,Chairs
FUR-CH-10001394,Global Leather Executive Chair,35099.0,24569.0,Furniture,Chairs
FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,13097.0,11657.0,Furniture,Chairs
FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,11398.0,9574.0,Furniture,Chairs
FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,14097.0,11137.0,Furniture,Chairs
FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",15088.0,13882.0,Furniture,Chairs
FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",3847.0,2732.0,Furniture,Chairs
FUR-CH-10001802,Hon Every-Day Chair Series Swivel Task Chairs,12098.0,9557.0,Furniture,Chairs
FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,35098.0,26674.0,Furniture,Chairs
FUR-CH-10001891,Global Deluxe Office Fabric Chairs,9598.0,7006.0,Furniture,Chairs
FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,11098.0,9544.0,Furniture,Chairs
FUR-CH-10002017,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,2664.0,1918.0,Furniture,Chairs
FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,70098.0,56078.0,Furniture,Chairs
FUR-CH-10002044,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",13097.0,12181.0,Furniture,Chairs
FUR-CH-10002073,Hon Olson Stacker Chairs,26477.0,18799.0,Furniture,Chairs
FUR-CH-10002084,Hon Mobius Operator's Chair,12299.0,9593.0,Furniture,Chairs
FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,24398.0,17567.0,Furniture,Chairs
FUR-CH-10002304,"Global Stack Chair without Arms, Black",2598.0,1948.0,Furniture,Chairs
FUR-CH-10002317,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,25898.0,18129.0,Furniture,Chairs
FUR-CH-10002320,Hon Pagoda Stacking Chairs,32098.0,22469.0,Furniture,Chairs
FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,35598.0,28122.0,Furniture,Chairs
FUR-CH-10002335,Hon GuestStacker Chair,22667.0,16774.0,Furniture,Chairs
FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,8098.0,7126.0,Furniture,Chairs
FUR-CH-10002439,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",5822.0,4308.0,Furniture,Chairs
FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,15097.0,11173.0,Furniture,Chairs
FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",7098.0,5324.0,Furniture,Chairs
FUR-CH-10002758,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",24398.0,17079.0,Furniture,Chairs
FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",5098.0,3620.0,Furniture,Chairs
FUR-CH-10002780,Office Star - Task Chair with Contemporary Loop Arms,9098.0,6914.0,Furniture,Chairs
FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",12299.0,10946.0,Furniture,Chairs
FUR-CH-10002961,"Leather Task Chair, Black",9098.0,7278.0,Furniture,Chairs
FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",20098.0,14672.0,Furniture,Chairs
FUR-CH-10003061,"Global Leather Task Chair, Black",8999.0,7289.0,Furniture,Chairs
FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,11098.0,8434.0,Furniture,Chairs
FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",13097.0,11919.0,Furniture,Chairs
FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,28098.0,26131.0,Furniture,Chairs
FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,28498.0,21374.0,Furniture,Chairs
FUR-CH-10003396,Global Deluxe Steno Chair,7698.0,6851.0,Furniture,Chairs
FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",6098.0,5061.0,Furniture,Chairs
FUR-CH-10003606,SAFCO Folding Chair Trolley,12824.0,9233.0,Furniture,Chairs
FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,32098.0,23111.0,Furniture,Chairs
FUR-CH-10003761,Global Italian Leather Office Chair,13097.0,9562.0,Furniture,Chairs
FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",9098.0,7915.0,Furniture,Chairs
FUR-CH-10003817,"Global Value Steno Chair, Gray",6074.0,4556.0,Furniture,Chairs
FUR-CH-10003833,Novimex Fabric Task Chair,6098.0,5183.0,Furniture,Chairs
FUR-CH-10003846,Hon Valutask Swivel Chairs,10098.0,8482.0,Furniture,Chairs
FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,7098.0,6601.0,Furniture,Chairs
FUR-CH-10003968,Novimex Turbo Task Chair,7098.0,6246.0,Furniture,Chairs
FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,37176.0,26767.0,Furniture,Chairs
FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,25698.0,18246.0,Furniture,Chairs
FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,28598.0,20305.0,Furniture,Chairs
FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,29173.0,20713.0,Furniture,Chairs
FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",10098.0,7573.0,Furniture,Chairs
FUR-CH-10004287,SAFCO Arco Folding Chair,27620.0,19610.0,Furniture,Chairs
FUR-CH-10004289,Global Super Steno Chair,9598.0,7966.0,Furniture,Chairs
FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",6089.0,4323.0,Furniture,Chairs
FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",30098.0,21370.0,Furniture,Chairs
FUR-CH-10004540,Global Chrome Stack Chair,3428.0,2502.0,Furniture,Chairs
FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,10089.0,7668.0,Furniture,Chairs
FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",21808.0,15702.0,Furniture,Chairs
FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",8098.0,5831.0,Furniture,Chairs
FUR-CH-10004754,"Global Stack Chair with Arms, Black",2998.0,2189.0,Furniture,Chairs
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",15097.0,10720.0,Furniture,Chairs
FUR-CH-10004860,Global Low Back Tilter Chair,10098.0,9492.0,Furniture,Chairs
FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,7118.0,5196.0,Furniture,Chairs
FUR-CH-10004886,Bevis Steel Folding Chairs,9595.0,6908.0,Furniture,Chairs
FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,16097.0,12395.0,Furniture,Chairs
FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,18798.0,15038.0,Furniture,Chairs
FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",497.0,343.0,Furniture,Furnishings
FUR-FU-10000023,Eldon Wave Desk Accessories,589.0,330.0,Furniture,Furnishings
FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,770.0,516.0,Furniture,Furnishings
FUR-FU-10000076,24-Hour Round Wall Clock,1998.0,1139.0,Furniture,Furnishings
FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",2272.0,1340.0,Furniture,Furnishings
FUR-FU-10000175,DAX Wood Document Frame.,1373.0,947.0,Furniture,Furnishings
FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,3247.0,2988.0,Furniture,Furnishings
FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",291.0,154.0,Furniture,Furnishings
FUR-FU-10000221,"Master Caster Door Stop, Brown",508.0,335.0,Furniture,Furnishings
FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",3247.0,2176.0,Furniture,Furnishings
FUR-FU-10000246,Aluminum Document Frame,1222.0,855.0,Furniture,Furnishings
FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",809.0,518.0,Furniture,Furnishings
FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,10534.0,8006.0,Furniture,Furnishings
FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,10529.0,9897.0,Furniture,Furnishings
FUR-FU-10000305,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",7098.0,5962.0,Furniture,Furnishings
FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,6218.0,4850.0,Furniture,Furnishings
FUR-FU-10000320,OIC Stacking Trays,334.0,187.0,Furniture,Furnishings
FUR-FU-10000397,Luxo Economy Swing Arm Lamp,1994.0,1436.0,Furniture,Furnishings
FUR-FU-10000409,"GE 4 Foot Flourescent Tube, 40 Watt",1498.0,809.0,Furniture,Furnishings
FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,1598.0,1518.0,Furniture,Furnishings
FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",2934.0,2023.0,Furniture,Furnishings
FUR-FU-10000550,Stacking Trays by OIC,498.0,334.0,Furniture,Furnishings
FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,20984.0,15528.0,Furniture,Furnishings
FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,1379.0,800.0,Furniture,Furnishings
FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",1176.0,776.0,Furniture,Furnishings
FUR-FU-10000719,"DAX Cubicle Frames, 8-1/2 x 11",857.0,548.0,Furniture,Furnishings
FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",4132.0,3760.0,Furniture,Furnishings
FUR-FU-10000732,Eldon 200 Class Desk Accessories,628.0,426.0,Furniture,Furnishings
FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,4598.0,3815.0,Furniture,Furnishings
FUR-FU-10000755,Eldon Expressions Mahogany Wood Desk Collection,624.0,468.0,Furniture,Furnishings
FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,2648.0,1695.0,Furniture,Furnishings
FUR-FU-10000771,"Eldon 200 Class Desk Accessories, Smoke",628.0,364.0,Furniture,Furnishings
FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",914.0,603.0,Furniture,Furnishings
FUR-FU-10000820,Tensor Brushed Steel Torchiere Floor Lamp,1698.0,1393.0,Furniture,Furnishings
FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",5194.0,3064.0,Furniture,Furnishings
FUR-FU-10001025,"Eldon Imàge Series Desk Accessories, Clear",486.0,277.0,Furniture,Furnishings
FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",948.0,521.0,Furniture,Furnishings
FUR-FU-10001057,Tensor Track Tree Floor Lamp,1998.0,1539.0,Furniture,Furnishings
FUR-FU-10001085,3M Polarizing Light Filter Sleeves,1864.0,1007.0,Furniture,Furnishings
FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,2648.0,1642.0,Furniture,Furnishings
FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",3093.0,1825.0,Furniture,Furnishings
FUR-FU-10001196,DAX Cubicle Frames - 8x10,577.0,404.0,Furniture,Furnishings
FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",4313.0,2502.0,Furniture,Furnishings
FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,4210.0,2863.0,Furniture,Furnishings
FUR-FU-10001379,"Executive Impressions 16-1/2"" Circular Wall Clock",2672.0,1496.0,Furniture,Furnishings
FUR-FU-10001424,Dax Clear Box Frame,873.0,576.0,Furniture,Furnishings
FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,17098.0,15388.0,Furniture,Furnishings
FUR-FU-10005002,"Eldon Executive Woodline II Desk Accessories, Mahogany",2513.0,1834.0,Furniture,Furnishings
FUR-FU-10001473,DAX Wood Document Frame,1373.0,878.0,Furniture,Furnishings
FUR-FU-10001475,"Contract Clock, 14"", Brown",2198.0,1451.0,Furniture,Furnishings
FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",698.0,496.0,Furniture,Furnishings
FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",10598.0,8478.0,Furniture,Furnishings
FUR-FU-10001546,Dana Swing-Arm Lamps,1068.0,801.0,Furniture,Furnishings
FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",2918.0,1663.0,Furniture,Furnishings
FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,1220.0,708.0,Furniture,Furnishings
FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",3793.0,3110.0,Furniture,Furnishings
FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",1040.0,686.0,Furniture,Furnishings
FUR-FU-10001706,Longer-Life Soft White Bulbs,308.0,160.0,Furniture,Furnishings
FUR-FU-10001731,Acrylic Self-Standing Desk Frames,267.0,166.0,Furniture,Furnishings
FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",1904.0,1352.0,Furniture,Furnishings
FUR-FU-10001847,Eldon Image Series Black Desk Accessories,413.0,265.0,Furniture,Furnishings
FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",174.0,118.0,Furniture,Furnishings
FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",1939.0,989.0,Furniture,Furnishings
FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",1064.0,766.0,Furniture,Furnishings
FUR-FU-10001876,"Computer Room Manger, 14""",3247.0,2079.0,Furniture,Furnishings
FUR-FU-10001889,Ultra Door Pull Handle,1052.0,705.0,Furniture,Furnishings
FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,473.0,289.0,Furniture,Furnishings
FUR-FU-10001934,Magnifier Swing Arm Lamp,2098.0,1553.0,Furniture,Furnishings
FUR-FU-10001935,3M Hangers With Command Adhesive,370.0,218.0,Furniture,Furnishings
FUR-FU-10001940,Staple-based wall hangings,796.0,446.0,Furniture,Furnishings
FUR-FU-10001967,Telescoping Adjustable Floor Lamp,1998.0,1499.0,Furniture,Furnishings
FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,4097.0,2950.0,Furniture,Furnishings
FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",5098.0,3569.0,Furniture,Furnishings
FUR-FU-10002030,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",2223.0,1245.0,Furniture,Furnishings
FUR-FU-10002045,"Executive Impressions 14""",2223.0,1245.0,Furniture,Furnishings
FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,898.0,521.0,Furniture,Furnishings
FUR-FU-10002107,Eldon Pizzaz Desk Accessories,223.0,125.0,Furniture,Furnishings
FUR-FU-10002111,"Master Caster Door Stop, Large Brown",728.0,451.0,Furniture,Furnishings
FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",7070.0,6576.0,Furniture,Furnishings
FUR-FU-10002157,Artistic Insta-Plaque,1568.0,956.0,Furniture,Furnishings
FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,698.0,363.0,Furniture,Furnishings
FUR-FU-10002240,Nu-Dell EZ-Mount Plastic Wall Frames,394.0,236.0,Furniture,Furnishings
FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",4294.0,2619.0,Furniture,Furnishings
FUR-FU-10002268,Ultra Door Push Plate,491.0,329.0,Furniture,Furnishings
FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",11098.0,9322.0,Furniture,Furnishings
FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",738.0,524.0,Furniture,Furnishings
FUR-FU-10002379,Eldon Econocleat Chair Mats for Low Pile Carpets,4147.0,3649.0,Furniture,Furnishings
FUR-FU-10002396,"DAX Copper Panel Document Frame, 5 x 7 Size",1258.0,730.0,Furniture,Furnishings
FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",948.0,569.0,Furniture,Furnishings
FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",728.0,415.0,Furniture,Furnishings
FUR-FU-10002501,Nu-Dell Executive Frame,1264.0,796.0,Furniture,Furnishings
FUR-FU-10002505,Eldon 100 Class Desk Accessories,337.0,229.0,Furniture,Furnishings
FUR-FU-10002506,"Tensor ""Hersey Kiss"" Styled Floor Lamp",1299.0,1143.0,Furniture,Furnishings
FUR-FU-10002508,Document Clip Frames,834.0,484.0,Furniture,Furnishings
FUR-FU-10002553,"Electrix Incandescent Magnifying Lamp, Black",3665.0,2675.0,Furniture,Furnishings
FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",2399.0,1847.0,Furniture,Furnishings
FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",494.0,287.0,Furniture,Furnishings
FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,1340.0,697.0,Furniture,Furnishings
FUR-FU-10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",1870.0,1159.0,Furniture,Furnishings
FUR-FU-10002703,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",6445.0,5672.0,Furniture,Furnishings
FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,1998.0,1279.0,Furniture,Furnishings
FUR-FU-10002813,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",2023.0,1295.0,Furniture,Furnishings
FUR-FU-10002874,Ultra Commercial Grade Dual Valve Door Closer,3989.0,2713.0,Furniture,Furnishings
FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",2848.0,1794.0,Furniture,Furnishings
FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,482.0,299.0,Furniture,Furnishings
FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,9098.0,8097.0,Furniture,Furnishings
FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",9923.0,4962.0,Furniture,Furnishings
FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",628.0,364.0,Furniture,Furnishings
FUR-FU-10002963,"Master Caster Door Stop, Gray",508.0,335.0,Furniture,Furnishings
FUR-FU-10003026,"Eldon Regeneration Recycled Desk Accessories, Black",484.0,295.0,Furniture,Furnishings
FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",4313.0,2847.0,Furniture,Furnishings
FUR-FU-10003095,"Linden 12"" Wall Clock With Oak Frame",3397.0,2379.0,Furniture,Furnishings
FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",759.0,433.0,Furniture,Furnishings
FUR-FU-10003142,"Master Big Foot Doorstop, Beige",528.0,364.0,Furniture,Furnishings
FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,8884.0,6573.0,Furniture,Furnishings
